,False+ve_Rate,True+ve_Rate
64,0.09962168978562422,0.42731277533039647
65,0.1034047919293821,0.42731277533039647
66,0.1034047919293821,0.43171806167400884
67,0.10592686002522068,0.43171806167400884
68,0.10592686002522068,0.43612334801762115
69,0.11223203026481715,0.43612334801762115
70,0.11223203026481715,0.44052863436123346
71,0.11727616645649433,0.44052863436123346
72,0.11727616645649433,0.44493392070484583
73,0.12988650693568726,0.44493392070484583
74,0.12988650693568726,0.45374449339207046
75,0.13745271122320302,0.45374449339207046
76,0.13745271122320302,0.46255506607929514
77,0.13997477931904162,0.46255506607929514
78,0.13997477931904162,0.4669603524229075
79,0.14627994955863807,0.4669603524229075
80,0.14627994955863807,0.4713656387665198
81,0.1626733921815889,0.4713656387665198
82,0.1626733921815889,0.47577092511013214
83,0.16519546027742749,0.47577092511013214
84,0.16519546027742749,0.4801762114537445
85,0.17023959646910466,0.4801762114537445
86,0.17023959646910466,0.4889867841409692
87,0.17276166456494324,0.4889867841409692
88,0.17276166456494324,0.4933920704845815
89,0.17906683480453972,0.4933920704845815
90,0.17906683480453972,0.4977973568281938
91,0.18032786885245902,0.4977973568281938
92,0.18032786885245902,0.5022026431718062
93,0.18158890290037832,0.5022026431718062
94,0.18158890290037832,0.5066079295154186
95,0.19293820933165196,0.5066079295154186
96,0.19293820933165196,0.5110132158590308
97,0.19419924337957126,0.5110132158590308
98,0.19419924337957126,0.5198237885462555
99,0.19546027742749053,0.5198237885462555
100,0.19546027742749053,0.5242290748898678
101,0.19672131147540983,0.5242290748898678
102,0.19672131147540983,0.5330396475770925
103,0.2005044136191677,0.5330396475770925
104,0.2005044136191677,0.5374449339207048
105,0.201765447667087,0.5374449339207048
106,0.201765447667087,0.5418502202643172
107,0.20933165195460277,0.5418502202643172
108,0.20933165195460277,0.5506607929515418
109,0.22950819672131148,0.5506607929515418
110,0.22950819672131148,0.5550660792951542
111,0.2408575031525851,0.5550660792951542
112,0.2408575031525851,0.5638766519823789
113,0.2509457755359395,0.5638766519823789
114,0.2509457755359395,0.5726872246696035
115,0.2572509457755359,0.5726872246696035
116,0.2572509457755359,0.5814977973568282
117,0.26229508196721313,0.5814977973568282
118,0.26229508196721313,0.5859030837004405
119,0.266078184110971,0.5859030837004405
120,0.266078184110971,0.5903083700440529
121,0.27742749054224464,0.5903083700440529
122,0.27742749054224464,0.5947136563876652
123,0.27994955863808324,0.5947136563876652
124,0.27994955863808324,0.5991189427312775
125,0.2862547288776797,0.5991189427312775
126,0.2862547288776797,0.6035242290748899
127,0.28877679697351827,0.6035242290748899
128,0.28877679697351827,0.6079295154185022
129,0.29255989911727615,0.6079295154185022
130,0.29255989911727615,0.6167400881057269
131,0.30012610340479196,0.6167400881057269
132,0.30012610340479196,0.6211453744493393
133,0.30390920554854983,0.6211453744493393
134,0.30390920554854983,0.6255506607929515
135,0.3114754098360656,0.6255506607929515
136,0.3114754098360656,0.6299559471365639
137,0.31651954602774274,0.6299559471365639
138,0.31651954602774274,0.6343612334801763
139,0.31904161412358134,0.6343612334801763
140,0.31904161412358134,0.6387665198237885
141,0.3240857503152585,0.6387665198237885
142,0.3240857503152585,0.6431718061674009
143,0.3266078184110971,0.6431718061674009
144,0.3266078184110971,0.6519823788546255
145,0.3316519546027743,0.6519823788546255
146,0.3316519546027743,0.6563876651982379
147,0.3354350567465322,0.6563876651982379
148,0.3354350567465322,0.6607929515418502
149,0.34047919293820933,0.6607929515418502
150,0.34047919293820933,0.6740088105726872
151,0.3417402269861286,0.6740088105726872
152,0.3417402269861286,0.6784140969162996
153,0.3455233291298865,0.6784140969162996
154,0.3455233291298865,0.6828193832599119
155,0.3493064312736444,0.6828193832599119
156,0.3493064312736444,0.6872246696035242
157,0.35182849936948296,0.6872246696035242
158,0.35182849936948296,0.6916299559471366
159,0.35561160151324084,0.6916299559471366
160,0.35561160151324084,0.6960352422907489
161,0.3619167717528373,0.6960352422907489
162,0.3619167717528373,0.7004405286343612
163,0.3694829760403531,0.7004405286343612
164,0.3694829760403531,0.7048458149779736
165,0.37957124842370743,0.7048458149779736
166,0.37957124842370743,0.7092511013215859
167,0.3833543505674653,0.7092511013215859
168,0.3833543505674653,0.7180616740088106
169,0.3883984867591425,0.7180616740088106
170,0.3883984867591425,0.7312775330396476
171,0.416141235813367,0.7312775330396476
172,0.416141235813367,0.73568281938326
173,0.4224464060529634,0.73568281938326
174,0.4224464060529634,0.7400881057268722
175,0.43253467843631777,0.7400881057268722
176,0.43253467843631777,0.7444933920704846
177,0.44136191677175285,0.7444933920704846
178,0.44136191677175285,0.748898678414097
179,0.45397225725094575,0.748898678414097
180,0.45397225725094575,0.7533039647577092
181,0.4552332912988651,0.7533039647577092
182,0.4552332912988651,0.762114537444934
183,0.45901639344262296,0.762114537444934
184,0.45901639344262296,0.7665198237885462
185,0.4665825977301387,0.7665198237885462
186,0.4665825977301387,0.7709251101321586
187,0.467843631778058,0.7709251101321586
188,0.467843631778058,0.788546255506608
189,0.47414880201765447,0.788546255506608
190,0.47414880201765447,0.7929515418502202
191,0.4817150063051702,0.7929515418502202
192,0.4817150063051702,0.7973568281938326
193,0.5283732660781841,0.7973568281938326
194,0.5283732660781841,0.801762114537445
195,0.5296343001261034,0.801762114537445
196,0.5296343001261034,0.8061674008810573
197,0.5359394703656999,0.8061674008810573
198,0.5359394703656999,0.8105726872246696
199,0.5422446406052963,0.8105726872246696
200,0.5422446406052963,0.8149779735682819
201,0.5435056746532156,0.8149779735682819
202,0.5435056746532156,0.8237885462555066
203,0.5598991172761665,0.8237885462555066
204,0.5598991172761665,0.8325991189427313
205,0.5725094577553594,0.8325991189427313
206,0.5725094577553594,0.8370044052863436
207,0.575031525851198,0.8370044052863436
208,0.575031525851198,0.8414096916299559
209,0.5762925598991173,0.8414096916299559
210,0.5762925598991173,0.8458149779735683
211,0.5939470365699874,0.8458149779735683
212,0.5939470365699874,0.8502202643171806
213,0.5964691046658259,0.8502202643171806
214,0.5964691046658259,0.8546255506607929
215,0.6065573770491803,0.8546255506607929
216,0.6065573770491803,0.8590308370044053
217,0.617906683480454,0.8590308370044053
218,0.617906683480454,0.8634361233480177
219,0.6229508196721312,0.8634361233480177
220,0.6229508196721312,0.8678414096916299
221,0.6254728877679697,0.8678414096916299
222,0.6254728877679697,0.8722466960352423
223,0.6330390920554855,0.8722466960352423
224,0.6330390920554855,0.8766519823788547
225,0.6506935687263556,0.8766519823788547
226,0.6506935687263556,0.8810572687224669
227,0.6569987389659521,0.8810572687224669
228,0.6569987389659521,0.8854625550660793
229,0.6721311475409836,0.8854625550660793
230,0.6721311475409836,0.8898678414096917
231,0.6973518284993695,0.8898678414096917
232,0.6973518284993695,0.8986784140969163
233,0.7351828499369483,0.8986784140969163
234,0.7351828499369483,0.9030837004405287
235,0.7402269861286255,0.9030837004405287
236,0.7402269861286255,0.9162995594713657
237,0.7793190416141236,0.9162995594713657
238,0.7793190416141236,0.920704845814978
239,0.7881462799495587,0.920704845814978
240,0.7881462799495587,0.9295154185022027
241,0.798234552332913,0.9295154185022027
242,0.798234552332913,0.933920704845815
243,0.8007566204287516,0.933920704845815
244,0.8007566204287516,0.9383259911894273
245,0.8310214375788146,0.9383259911894273
246,0.8310214375788146,0.9427312775330396
247,0.8511979823455234,0.9427312775330396
248,0.8511979823455234,0.9515418502202643
249,0.8587641866330391,0.9515418502202643
250,0.8587641866330391,0.9559471365638766
251,0.8827238335435057,0.9559471365638766
252,0.8827238335435057,0.960352422907489
253,0.9218158890290038,0.960352422907489
254,0.9218158890290038,0.9647577092511013
255,0.926860025220681,0.9647577092511013
256,0.926860025220681,0.9691629955947136
257,0.9293820933165196,0.9691629955947136
258,0.9293820933165196,0.973568281938326
259,0.9432534678436317,0.973568281938326
260,0.9432534678436317,0.9779735682819384
261,0.9672131147540983,0.9779735682819384
262,0.9672131147540983,0.986784140969163
263,0.9798234552332913,0.986784140969163
264,0.9798234552332913,0.9911894273127754
265,0.987389659520807,0.9911894273127754
266,0.987389659520807,0.9955947136563876
267,0.9962168978562421,0.9955947136563876
268,0.9962168978562421,1.0
269,1.0,1.0
